CompanyName,CompanyAlias,CompanyEntityId,Termination_Probability,Risk_Level,Actual_Status
"Kovitz Investment Group Partners, LLC",0,103248,0.001893525,Low,Active
"Polaris Advisors, LLC",0,140017,0.0018763114,Low,Active
"Aegis Retirement Partners, LLC",0,221626,0.0018763114,Low,Active
"Aegis Retirement Partners, LLC",0,221626,0.0018763114,Low,Active
HUB Retirement and Private Wealth,HUB International New England Norton,669456,0.001860706,Low,Active
HUB Retirement and Wealth Management,Peak Financial Group,109233,0.0018599215,Low,Active
"MSH Capital Advisors, LLC",0,615825,0.0018452528,Low,Active
"MSH Capital Advisors, LLC",0,615825,0.0018452528,Low,Active
CGI Wealth Management/Commonwealth,0,548717,0.0018381054,Low,Active
BPG Wealth Management LLC,0,136871,0.0018132172,Low,Active
"Boston Wealth Management, LLC",0,725586,0.0018132172,Low,Active
"Boston Wealth Management, LLC",0,725586,0.0018132172,Low,Active
Collective Advisors,0,102996,0.0018106444,Low,Active
"PointOak Retirement Advisors, LLC",0,246713,0.0017796482,Low,Active
"Underhill Financial Advisors, LLC",0,265627,0.0017593321,Low,Active
AdvisorySouth,0,594769,0.0017433695,Low,Active
Cadence Financial Management,0,332106,0.001728922,Low,Active
Balefire Wealth,0,437193,0.0017096122,Low,Active
Strategic Financial Solutions,0,110328,0.0017054748,Low,Active
John M. Novak – MassMutual,0,376725,0.0016734637,Low,Active
John M. Novak – MassMutual,0,376725,0.0016734637,Low,Active
MML/MassMutual- Institutional,0,322157,0.0016581828,Low,Active
"Retirement Fiduciary Group, LLC",0,119726,0.0016303043,Low,Active
"Morgan Capital Solutions, LLC",0,462377,0.0016233573,Low,Active
"Morgan Capital Solutions, LLC",0,462377,0.0016233573,Low,Active
Retirement Plan Consulting Group,0,340236,0.0015824784,Low,Active
RKL Wealth Management LLC,0,388797,0.0015803343,Low,Active
"Dravo Bay, LLC DBA Blue Rock Financial Group",0,507942,0.0015797301,Low,Active
Duncan Financial Group,0,108752,0.001549599,Low,Active
Strategic Retirement Partners,0,101239,0.0015171517,Low,Active
The Olson Group,0,125014,0.0014962073,Low,Active
The Olson Group,0,125014,0.0014962073,Low,Active
HUB Retirement & Wealth Management,Jordan Wood,696143,0.001487183,Low,Active
HUB Retirement and Wealth Management,Leading Edge,105784,0.001487183,Low,Active
THG Retirement Solutions,0,648319,0.0014854429,Low,Active
Ivy Wealth Management,0,471327,0.0014664696,Low,Active
401(k) & 403(b) Fiduciary Advisors,0,102416,0.0014664696,Low,Active
Innovia Wealth,0,449341,0.0014664696,Low,Active
Innovia Wealth,0,449341,0.0014664696,Low,Active
"Stokes Family Office, LLC",0,369862,0.0014664696,Low,Active
Prosperity - An EisnerAmper Company,0,230580,0.0014616151,Low,Active
Magis Advisory Group,0,410553,0.0014616151,Low,Active
Prosperity - An EisnerAmper Company,0,230580,0.0014616151,Low,Active
Bremer Bank N.A.,0,648388,0.0014616151,Low,Active
CBIZ Retirement Plan Services,0,118941,0.0014564638,Low,Active
Fortis Lux Financial- Charles Dweck,0,379048,0.0014194605,Low,Active
"Strategic Retirement Partners, LLC",0,105292,0.0014107353,Low,Active
401(k) & 403(b) Fiduciary Advisors,0,102416,0.0014107353,Low,Active
401(k) & 403(b) Fiduciary Advisors,0,102416,0.0014107353,Low,Active
"Broadstone Advisors, LLC",0,376673,0.0013946327,Low,Active
The Olson Group,0,125014,0.0013833138,Low,Active
Riverside Retirement Advisors,0,282230,0.0013817812,Low,Active
NFP,0,106855,0.0013743109,Low,Active
NFP,0,106855,0.0013743109,Low,Active
Michele Medugno - Voya Financial Advisors,0,252290,0.0013737848,Low,Active
"Halcyon Wealth Advisors, LLC",0,260445,0.0013708684,Low,Active
"Titan Wealth Advisors, LLC",0,181680,0.0013494105,Low,Active
HUB Retirement and Private Wealth,Robert DeValle,662550,0.0013490224,Low,Active
HUB Retirement and Wealth Management,Fiducia Group,641820,0.0013490224,Low,Active
HUB Retirement and Private Wealth,Robert DeValle,662550,0.0013490224,Low,Active
Wells Fargo Advisors Financial Network,0,210900,0.0013460944,Low,Active
Wells Fargo Advisors Financial Network,0,210900,0.0013460944,Low,Active
THG Retirement Solutions,0,648319,0.0013323316,Low,Active
First Security Bank,0,284845,0.0013323316,Low,Active
Troxell Financial,0,613557,0.0013323316,Low,Active
THG Retirement Solutions,0,648319,0.0013323316,Low,Active
"R&R Wealth Management, LLC",0,590339,0.0013323316,Low,Active
HUB Retirement and Wealth Management- CSI,CSI,124794,0.0013200005,Low,Active
"Levine Group, Inc.",0,105815,0.0013187747,Low,Active
Flagstar Advisors,0,173092,0.0013152832,Low,Active
Flagstar Advisors,0,173092,0.0013152832,Low,Active
Verity Asset Management,0,105922,0.0012966926,Low,Active
Accelerate Retirement- Phil Matheson,0,535566,0.0012833953,Low,Active
Accelerate Retirement- Phil Matheson,0,535566,0.0012833953,Low,Active
RWM Financial Group,0,732040,0.0012832842,Low,Active
RWM Financial Group,0,732040,0.0012832842,Low,Active
Creative Financial Strategies,0,759271,0.0012832842,Low,Active
"1834, a Division of Old National Bank",0,655879,0.0012831349,Low,Active
Prosperity - An EisnerAmper Company,0,230580,0.0012831349,Low,Active
Cable Hill Partners,0,212446,0.0012831349,Low,Active
McKinley Carter Wealth Services,0,459038,0.0012831349,Low,Active
Duncan Financial Group,0,108752,0.0012831349,Low,Active
"1834, a Division of Old National Bank",0,655879,0.0012831349,Low,Active
Duncan Financial Group,0,108752,0.0012831349,Low,Active
"Vantage Financial Group, Inc.",0,122161,0.0012716358,Low,Active
Independence Financial Partners,0,129318,0.0012690623,Low,Active
"Advo(k)ate Advisors, LLC",0,105536,0.001257552,Low,Active
Cornerstone Wealth Management,0,642408,0.001257552,Low,Active
"Advo(k)ate Advisors, LLC",0,105536,0.001257552,Low,Active
"Reese Yeatman Financial, LLC.",0,300179,0.001257552,Low,Active
"Reese Yeatman Financial, LLC.",0,300179,0.001257552,Low,Active
"Advo(k)ate Advisors, LLC",0,105536,0.001257552,Low,Active
Kampstra Wealth Management,0,437859,0.001257552,Low,Active
Financial Decisions Group,0,668693,0.001257552,Low,Active
Peter Wang,0,613803,0.001257552,Low,Active
"Asset Advisors Group, LLC.",0,230326,0.001257552,Low,Active
"Asset Advisors Group, LLC.",0,230326,0.001257552,Low,Active
DC Retirement Strategies,0,210179,0.0012207488,Low,Active
Cable Hill Partners,0,212446,0.0012165438,Low,Active
Strategic Retirement Partners,0,242326,0.0012132342,Low,Active
"Summit Group 401(k) Consulting, an Alera Group Company",0,103215,0.0012132342,Low,Active
Troxell Financial,0,613557,0.0012132342,Low,Active
BankPlus Wealth Management,0,538514,0.0012132342,Low,Active
Larmann Financial,0,105725,0.0012003176,Low,Active
Larmann Financial,0,105725,0.0012003176,Low,Active
"Dravo Bay, LLC DBA Blue Rock Financial Group",0,507942,0.0011800595,Low,Active
Accelerate Retirement – Jared Shaft,0,735166,0.0011792089,Low,Active
H&A Advanced Business Partners,0,351545,0.0011567032,Low,Active
Trinity Investment Advisors,0,133637,0.0011546331,Low,Active
Trinity Investment Advisors,0,133637,0.0011546331,Low,Active
"LJI Wealth Management, LLC",0,483323,0.0011546331,Low,Active
Corvus Wealth Advisors,0,556235,0.0011536662,Low,Active
"Hendricks & Associates, Inc.",0,293210,0.001152504,Low,Active
"Hendricks & Associates, Inc.",0,293210,0.001152504,Low,Active
Heron Creek Advisors,0,557156,0.0011218122,Low,Active
New Aspect Financial Services,0,632661,0.0011218122,Low,Active
MG Retirement Advisors,0,527323,0.0011218122,Low,Active
Strategic Financial Partners,0,375286,0.0010714368,Low,Active
HUB Test Company - Harman,HUB Test Company - Harman,676888,0.0010697626,Low,Active
"Plexus Financial Services, LLC",0,215066,0.0010689156,Low,Active
ERSI Wealth Management,0,557817,0.0010585841,Low,Active
RETIREMENTCFO,0,330187,0.0010443232,Low,Active
"Comprehensive Financial Associates, Inc.",0,101869,0.0010435852,Low,Active
"Comprehensive Financial Associates, Inc.",0,101869,0.0010435852,Low,Active
Navigate Retirement Solutions,0,127823,0.0010422037,Low,Active
Rose Street Advisors,0,551853,0.0010422037,Low,Active
Navigate Retirement Solutions,0,127823,0.0010422037,Low,Active
Hancock Whitney Bank,0,177698,0.001040708,Low,Active
United Financial Advisors,0,175405,0.001040708,Low,Active
United Financial Advisors,0,175405,0.001040708,Low,Active
Hancock Whitney Bank,0,177698,0.001040708,Low,Active
Advisor Training,0,101146,0.0010356979,Low,Active
United Financial Advisors,0,175405,0.0010186407,Low,Active
Altus Consulting Group,0,248537,0.0010062404,Low,Active
Altus Consulting Group,0,248537,0.0010062404,Low,Active
My 360 Wealth Management Group,My 360 Wealth Management Group,669525,0.0010023372,Low,Active
HUB Retirement and Wealth Management,401k Advisors,650527,0.0010023372,Low,Active
HUB Retirement & Wealth Management,Jordan Wood,696143,0.0010023372,Low,Active
RWM Financial Group,0,732040,0.0010023372,Low,Active
HUB Retirement and Wealth Management,JW Retirement Group,222917,0.0010023372,Low,Active
HUB Retirement and Wealth Management,Washington Financial Group,110752,0.0010023372,Low,Active
My 360 Wealth Management Group,My 360 Wealth Management Group,669525,0.0010023372,Low,Active
Anderson Financial,0,687604,0.0010023372,Low,Active
HUB Retirement & Wealth Management,Jordan Wood,696143,0.0010023372,Low,Active
The Christensen Group,0,103273,0.000997094,Low,Active
MG Retirement Advisors,0,527323,0.000995514,Low,Active
"Fiduciary Management Group, LLC",0,551886,0.000995514,Low,Active
"Allworth Financial, LP",0,279327,0.0009756567,Low,Active
First Security Bank,0,284845,0.0009660163,Low,Active
"Shuster Advisory Group, LLC",0,106992,0.00094585464,Low,Active
"Greenspring Advisors, LLC",0,564750,0.00094585464,Low,Active
"Shuster Advisory Group, LLC",0,106992,0.00094585464,Low,Active
"Greenspring Advisors, LLC",0,564750,0.00094585464,Low,Active
DC Retirement Strategies,0,210179,0.0009424651,Low,Active
"Broad Street Financial, LLC",0,218452,0.00093845534,Low,Active
United Financial Advisors,0,175405,0.0009265049,Low,Active
Correct Capital Wealth Management,0,691613,0.0009265049,Low,Active
401(k) & 403(b) Fiduciary Advisors,0,102416,0.000918443,Low,Active
HUB Retirement and Wealth Management – Fort Worth,Gus Bates,128702,0.0008998604,Low,Active
RWM Financial Group,0,732040,0.0008998604,Low,Active
HUB Retirement and Wealth Management – Fort Worth,Gus Bates,128702,0.0008998604,Low,Active
"Retirement & Benefit Partners, Inc.",0,734044,0.0008998604,Low,Active
The Trust Company of Tennessee,0,560000,0.000892895,Low,Active
Advizrs,0,103612,0.0008889087,Low,Active
Bryson Financial,0,761239,0.00088075775,Low,Active
Douglas R. Peete & Associates,0,117229,0.00087224954,Low,Active
The Baldwin Group,0,105949,0.0008690564,Low,Active
"Broad Street Financial, LLC",0,218452,0.00086232385,Low,Active
"Broad Street Financial, LLC",0,218452,0.00086232385,Low,Active
"Sapers & Wallack, Inc",0,284276,0.0008592964,Low,Active
HUB Retirement and Private Wealth,Cash and Associates,108471,0.00083873625,Low,Active
HUB Retirement and Private Wealth,Cash and Associates,108471,0.00083873625,Low,Active
"Wealth Enhancement Advisory Services, LLC",0,317615,0.00083761214,Low,Outstanding
Level Four Advisory Services,0,275011,0.0008215819,Low,Active
Lutz Financial,0,241530,0.0008215819,Low,Active
"Strategic Retirement Partners, LLC",0,105292,0.0008215819,Low,Active
"Plexus Financial Services, LLC",0,215066,0.0008215819,Low,Active
Lutz Financial,0,241530,0.0008215819,Low,Active
Strategic Retirement Partners,0,109131,0.00081145525,Low,Outstanding
Peak Wealth Solutions,0,625120,0.0008021528,Low,Active
Legacy Retirement Plan Services,0,549614,0.0008021528,Low,Active
Marcum Wealth,0,649174,0.00080106733,Low,Active
Spherient Advisors,0,108289,0.0007952808,Low,Active
Spherient Advisors,0,108289,0.0007952808,Low,Active
TrueNorth Companies,0,105070,0.0007933246,Low,Active
"Schneider Downs Wealth Management Advisors, LP",0,103046,0.0007933246,Low,Active
"Schneider Downs Wealth Management Advisors, LP",0,103046,0.0007933246,Low,Active
Dudum Financial,0,577811,0.0007911285,Low,Active
Head Investment Partners,0,432123,0.00076900714,Low,Active
Head Investment Partners,0,432123,0.00076900714,Low,Active
"Michigan Planners Retirement Services, Inc.",0,229224,0.0007459245,Low,Active
Choreo,0,164428,0.0007450702,Low,Active
OneDigital,0,303703,0.00074333866,Low,Active
"Hermitage Wealth Management, Inc.",0,105385,0.00074333866,Low,Active
Strategic Retirement Partners,Strategic Retirement Partners,237598,0.0007395712,Low,Active
Foster Group,0,590534,0.0007395712,Low,Active
"Plexus Financial Services, LLC",0,215066,0.0007383198,Low,Active
Lakeside Financial Partners,0,402066,0.00073822594,Low,Active
Lakeside Financial Partners,0,402066,0.00073822594,Low,Active
Veery Capital,0,102676,0.00073822594,Low,Active
John M. Novak – MassMutual,0,376725,0.0007377308,Low,Active
"NFP CA Insurance Services, Inc.   ",Pleasant Hill,103863,0.00073188305,Low,Active
Sikich Financial,0,124477,0.0007148192,Low,Active
Accelerate Retirement- Lloyd Engleman,0,535288,0.0007106297,Low,Active
Deschutes Investment Consulting LLC,0,119990,0.0007106297,Low,Active
MAI Retirement,0,107531,0.0007064712,Low,Active
MAI Retirement,0,107531,0.0007064712,Low,Active
McKinley Carter Wealth Services,0,459038,0.0006926635,Low,Active
McKinley Carter Wealth Services,0,459038,0.0006926635,Low,Active
Rehmann Wealth,0,109906,0.0006923302,Low,Active
Prosperity - An EisnerAmper Company,0,230580,0.0006923302,Low,Active
"PointOak Retirement Advisors, LLC",0,246713,0.0006868679,Low,Active
"Charles Stephen and Company, Inc.",0,175529,0.0006795799,Low,Active
HUB Retirement and Wealth Management,Washington Financial Group,110752,0.0006793328,Low,Active
"Indicon, Inc.",0,293536,0.00067898136,Low,Active
Kampstra Wealth Management,0,437859,0.00067627354,Low,Active
Kampstra Wealth Management,0,437859,0.00067627354,Low,Active
Prime Capital Retirement,0,185918,0.0006759266,Low,Active
Douglas R. Peete & Associates,0,117229,0.00066107593,Low,Active
Art of Wealth Management,0,536006,0.0006418906,Low,Active
HUB Retirement and Wealth Management,Washington Financial Group,110752,0.00061996747,Low,Active
HUB Retirement and Wealth Management,Washington Financial Group,110752,0.00061996747,Low,Active
SFP Wealth,0,393246,0.0006192013,Low,Active
"Kolinsky Wealth Management, LLC.",0,113195,0.00061680516,Low,Active
Rose Street Advisors,0,551853,0.00061680516,Low,Active
Rose Street Advisors,0,551853,0.00061680516,Low,Active
Langan Financial Group,0,669117,0.00061680516,Low,Active
Duncan Financial Group,0,108752,0.00060978567,Low,Active
"CFS Investment Advisory Services, L.L.C.",0,108500,0.0005988922,Low,Active
"CFS Investment Advisory Services, L.L.C.",0,108500,0.0005988922,Low,Active
BCG 401(k) Advisors,0,620474,0.0005735518,Low,Active
Duncan Williams Asset Management,0,663798,0.0005735518,Low,Active
"J.J. Swanson Advisory Group, Inc.",0,229130,0.0005735518,Low,Active
HUB Retirement and Private Wealth,HUB International New England Norton,669456,0.00056936604,Low,Active
HUB Retirement and Wealth Management,Quintes,226249,0.0005677744,Low,Active
Choreo,0,164428,0.00056718354,Low,Active
The Partners Group,0,124387,0.0005655516,Low,Active
HUB Retirement and Wealth Management,Epstein Financial,101889,0.0005459311,Low,Active
Strategic Financial Partners,0,375286,0.00054420263,Low,Active
"Wealth Enhancement Advisory Services, LLC",0,317615,0.00054316333,Low,Outstanding
Marcum Wealth,0,649174,0.00054023037,Low,Active
NFP,0,106855,0.0005395781,Low,Active
HUB Retirement and Wealth Management,Peak Financial Group,109233,0.0005127645,Low,Active
WTW,0,198768,0.0005100228,Low,Active
MML/MassMutual- Institutional,0,322157,0.0005076511,Low,Active
"Paradigm Consulting, Inc.",0,109755,0.00050740485,Low,Active
DSB Rock Island Wealth Management,0,243933,0.0005026344,Low,Active
"Hauser, Inc.",0,129315,0.00049901655,Low,Active
"Hauser, Inc.",0,129315,0.00049901655,Low,Active
Strategic Financial Partners,0,375286,0.00049759325,Low,Active
Strategic Financial Partners,0,375286,0.00049759325,Low,Active
Ellsworth Advisors,0,260303,0.0004942382,Low,Active
Rose Street Advisors,0,551853,0.0004942382,Low,Active
Hays Financial Group,0,284545,0.0004942382,Low,Active
The Waterford Group,0,386685,0.0004942382,Low,Active
Hays Financial Group,0,284545,0.0004942382,Low,Active
"Hendricks & Associates, Inc.",0,293210,0.0004906735,Low,Active
Henderson Brothers Financial Partners,0,485993,0.00049038714,Low,Active
The Baldwin Group,0,564707,0.00048269282,Low,Active
John M. Novak – MassMutual,0,376725,0.0004756101,Low,Active
BGA Retirement Advisors,0,648314,0.0004746561,Low,Active
BGA Retirement Advisors,0,648314,0.0004746561,Low,Active
IVC Wealth Advisors,0,114877,0.0004714015,Low,Active
"Signature Estate & Investment Advisors, LLC",0,115075,0.00046971513,Low,Active
Ellsworth Advisors,0,260303,0.00045449132,Low,Active
"CFS Investment Advisory Services, L.L.C.",0,108500,0.00045449132,Low,Active
Prosperity - An EisnerAmper Company,0,230580,0.00045449132,Low,Active
"Capstone Private Wealth, LLC.",0,101759,0.00045449132,Low,Active
"1834, a Division of Old National Bank",0,655879,0.00045449132,Low,Active
Lakeside Financial Partners,0,402066,0.00045449132,Low,Active
The Partners Group,0,124387,0.00045449132,Low,Active
Fiduciary Plan Advisors,0,173267,0.0004538387,Low,Active
Rehmann Wealth,0,109906,0.0004538387,Low,Active
"Financial Management Network, Inc.",0,102007,0.0004538387,Low,Active
Mariner Wealth Advisors,0,106523,0.0004538387,Low,Active
Fiduciary Plan Advisors,0,173267,0.0004538387,Low,Active
Prime Capital Retirement,0,185918,0.0004538387,Low,Active
HUB Retirement and Private Wealth,HUB International New England Norton,669456,0.00045344737,Low,Active
HUB Retirement and Private Wealth,HUB International New England Norton,669456,0.00045344737,Low,Active
"BHS Insurance Agency, Inc.",0,103946,0.0004526881,Low,Active
M3 Financial,0,459400,0.00045042182,Low,Active
Head Investment Partners,0,432123,0.00044656367,Low,Active
HUB Retirement and Private Wealth,Cash and Associates,108471,0.00044393496,Low,Active
Strategic Retirement Partners,0,109131,0.00043717932,Low,Outstanding
"Continuum Advisory, LLC",0,695260,0.00043597908,Low,Active
McKinley Carter Wealth Services,0,459038,0.0004348087,Low,Active
Baird,0,563768,0.0004348087,Low,Active
Corvus Wealth Advisors,0,556235,0.00043341453,Low,Active
Foster Group,0,590534,0.00042404418,Low,Active
Foster Group,0,590534,0.00042404418,Low,Active
"Associated Investor Services, Inc.",0,128636,0.00042099357,Low,Active
Kelley Investment Advisory Services,0,177323,0.00039990846,Low,Active
Balefire Wealth,0,437193,0.00039961634,Low,Active
Curi RMB Capital,0,106803,0.0003898749,Low,Active
FCG Investment Company,0,104734,0.0003898749,Low,Active
FCG Investment Company,0,104734,0.0003898749,Low,Active
Accelerate Retirement- Glenn Cassidy,0,534361,0.0003898749,Low,Active
The Strategic Retirement Benefits Group,0,484769,0.000388489,Low,Active
"Lawley Retirement Advisors, LLC",0,221568,0.00038651677,Low,Active
Fortis Lux Financial- Charles Dweck,0,379048,0.00038650294,Low,Active
BGA Retirement Advisors,0,648314,0.0003854278,Low,Active
Alegria Asset Management,0,129811,0.00038516923,Low,Active
"Kovitz Investment Group Partners, LLC",0,103248,0.0003851097,Low,Active
Larmann Financial,0,105725,0.0003851097,Low,Active
MAI Retirement,0,107531,0.0003850352,Low,Active
MAI Retirement,0,107531,0.0003850352,Low,Active
"Mercer Global Advisors, Inc.",0,127821,0.0003729643,Low,Active
"Mercer Global Advisors, Inc.",0,127821,0.0003729643,Low,Active
"Mercer Global Advisors, Inc.",0,127821,0.00036611455,Low,Active
Fiduciary Plan Advisors,0,173267,0.00035846108,Low,Active
"Lebel & Harriman, LLP",0,102571,0.00035120346,Low,Active
Riverside Retirement Advisors,0,282230,0.00035120346,Low,Active
HUB Retirement and Wealth Management,Peak Financial Group,109233,0.00034909233,Low,Active
HUB Retirement and Wealth Management,Peak Financial Group,109233,0.00034909233,Low,Active
HUB Retirement and Wealth Management – Fort Worth,Gus Bates,128702,0.00034782212,Low,Active
"Advo(k)ate Advisors, LLC",0,105536,0.00034652324,Low,Active
Level Four Advisory Services,0,275011,0.0003459098,Low,Active
Mariner Wealth Advisors,0,106523,0.0003459098,Low,Active
"Aegis Retirement Partners, LLC",0,221626,0.0003459098,Low,Active
"1834, a Division of Old National Bank",0,655879,0.0003459098,Low,Active
"1834, a Division of Old National Bank",0,655879,0.0003459098,Low,Active
Level Four Advisory Services,0,275011,0.0003459098,Low,Active
Strategic Financial Solutions,0,110328,0.0003459098,Low,Active
"Comprehensive Financial Associates, Inc.",0,101869,0.0003459098,Low,Active
Bremer Bank N.A.,0,648388,0.0003459098,Low,Active
Bremer Bank N.A.,0,648388,0.0003459098,Low,Active
Bremer Bank N.A.,0,648388,0.0003459098,Low,Active
Naviture,0,737453,0.0003459098,Low,Active
Montoya Financial Strategies,0,118328,0.0003459098,Low,Active
HORAN Wealth,0,117340,0.0003459098,Low,Active
Relation Wealth Management,0,106636,0.000343626,Low,Active
HUB Retirement and Wealth Management,Fiducia Group,641820,0.00034167548,Low,Active
"Bjork Asset Management, Inc.",0,458862,0.00034167548,Low,Active
HUB Retirement and Wealth Management,Fiducia Group,641820,0.00034167548,Low,Active
"Wealth Impact Advisors, LLC.",0,111555,0.00034026775,Low,Active
"Wealth Impact Advisors, LLC.",0,111555,0.00034026775,Low,Active
Hays Financial Group,0,284545,0.000337063,Low,Active
"Hauser, Inc.",0,129315,0.000337063,Low,Active
"Greenspring Advisors, LLC",0,564750,0.000337063,Low,Active
"Aegis Retirement Partners, LLC",0,221626,0.000337063,Low,Active
Level Four Advisory Services,0,275011,0.000337063,Low,Active
"Shuster Advisory Group, LLC",0,106992,0.000337063,Low,Active
Navigate Retirement Solutions,0,127823,0.000337063,Low,Active
"Capstone Private Wealth, LLC.",0,101759,0.000337063,Low,Active
Everhart Advisors,0,108809,0.000337063,Low,Active
McKinley Carter Wealth Services,0,459038,0.000337063,Low,Active
Lutz Financial,0,241530,0.000337063,Low,Active
The Noble Group,0,115107,0.000337063,Low,Active
"401(k) & 403(b) Fiduciary Advisors, Inc.",0,101515,0.000337063,Low,Active
"Shuster Advisory Group, LLC",0,106992,0.000337063,Low,Active
Alliant Retirement Consulting,0,231428,0.00033184508,Low,Active
Deschutes Investment Consulting LLC,0,119990,0.00033184508,Low,Active
Alliant Retirement Consulting,0,231428,0.00033184508,Low,Active
"Broadstone Advisors, LLC",0,376673,0.0003294817,Low,Active
HUB Retirement and Private Wealth,Cash and Associates,108471,0.00032392654,Low,Active
"Greenspring Advisors, LLC",0,564750,0.00032246203,Low,Active
Montoya Financial Strategies,0,118328,0.00032246203,Low,Active
Wheeler Retirement Plans LLC,0,190569,0.00032246203,Low,Active
"Greenspring Advisors, LLC",0,564750,0.00032246203,Low,Active
Wheeler Retirement Plans LLC,0,190569,0.00032246203,Low,Active
Wheeler Retirement Plans LLC,0,190569,0.00032246203,Low,Active
"Aegis Retirement Partners, LLC",0,221626,0.00032246203,Low,Active
Robert W. Baird & Co. Incorporated,0,269040,0.00032246203,Low,Active
"Comprehensive Financial Associates, Inc.",0,101869,0.00032246203,Low,Active
Bremer Bank N.A.,0,648388,0.00032246203,Low,Active
Baird,0,563768,0.00032246203,Low,Active
"Schneider Downs Wealth Management Advisors, LP",0,103046,0.00032246203,Low,Active
Risk Strategies Company,0,349141,0.00031330387,Low,Active
HUB Retirement and Private Wealth,HUB International New England Norton,669456,0.0003109539,Low,Active
HUB Retirement and Wealth Management,Fiducia Group,641820,0.0003109539,Low,Active
SFP Wealth,0,393246,0.00030916993,Low,Active
SFP Wealth,0,393246,0.00030916993,Low,Active
Alliant Retirement Consulting,0,231428,0.00030588591,Low,Active
Accelerate Retirement- Phil Matheson,0,535566,0.0003052328,Low,Active
HUB Retirement and Wealth Management,MRP,668174,0.00030395246,Low,Active
HUB Retirement and Wealth Management,MRP,668174,0.00030237375,Low,Active
HUB Retirement and Wealth Management,Quintes,226249,0.00030237375,Low,Active
HUB Retirement and Private Wealth,BCI Group Inc,119332,0.00030237375,Low,Active
Black Box Pension Advocates LLC,Black Box Pension Advocates LLC,669372,0.00030237375,Low,Active
"Associated Investor Services, Inc.",0,128636,0.00030149063,Low,Active
Next Step Retirement & Insurance Services,0,511008,0.00030149063,Low,Active
"Associated Investor Services, Inc.",0,128636,0.00030149063,Low,Active
Advisor Training,0,101146,0.00029767054,Low,Active
Advisor Training,0,101146,0.00029767054,Low,Active
"Financial Guide, LLC",0,101100,0.0002972548,Low,Active
Duncan Financial Group,0,108752,0.00029295584,Low,Active
The Waterford Group,0,386685,0.0002922308,Low,Active
Guidance Advisors,0,451703,0.00028984895,Low,Active
"Bjork Asset Management, Inc.",0,458862,0.0002897136,Low,Active
MML/MassMutual- Institutional,0,322157,0.00028400382,Low,Active
MML/MassMutual- Institutional,0,322157,0.00028400382,Low,Active
"Sapers & Wallack, Inc",0,284276,0.0002839976,Low,Active
Mariner Wealth Advisors,0,106523,0.00028026654,Low,Active
HUB Retirement and Wealth Management,Franklin Financial,382125,0.0002793587,Low,Active
CUI Wealth Management,0,481858,0.00027696104,Low,Active
CUI Wealth Management,0,481858,0.00027696104,Low,Active
Hancock Whitney Bank,0,177698,0.00027468058,Low,Active
"Michigan Planners Retirement Services, Inc.",0,229224,0.0002706378,Low,Active
Guidance Advisors,0,451703,0.00026702622,Low,Active
"Financial Guide, LLC",0,101100,0.00026601943,Low,Active
Retirement Plan Consulting Group,0,340236,0.0002650604,Low,Active
"Indicon, Inc.",0,293536,0.00026329228,Low,Active
"Bjork Asset Management, Inc.",0,458862,0.00025397108,Low,Active
Fortis Lux Financial- Charles Dweck,0,379048,0.00024758885,Low,Active
IVC Wealth Advisors,0,114877,0.00024726565,Low,Active
Next Step Retirement & Insurance Services,0,511008,0.0002459133,Low,Active
HUB Retirement & Wealth Management,The Insurance Exchange,111632,0.0002441953,Low,Active
Three Bell Capital LLC,0,207449,0.00024248056,Low,Active
Three Bell Capital LLC,0,207449,0.00024248056,Low,Active
Strategic Financial Partners,0,375286,0.00023802031,Low,Active
HUB Retirement & Wealth Management,Jordan Wood,696143,0.00023758522,Low,Active
Accelerate Retirement,0,266058,0.00023062347,Low,Active
Watson Capital,Watson Capital,611696,0.00022870132,Low,Active
HUB Retirement and Wealth Management,Epstein Financial,101889,0.0002239758,Low,Active
HUB Retirement and Wealth Management,Epstein Financial,101889,0.0002239758,Low,Active
Rose Street Advisors,0,551853,0.00022295755,Low,Active
BGA Retirement Advisors,0,648314,0.00022265971,Low,Active
The Baldwin Group,0,105949,0.00022124017,Low,Active
Kelley Investment Advisory Services,0,177323,0.00021180477,Low,Active
H&A Advanced Business Partners,0,351545,0.00020797033,Low,Active
Equitable Advisors,0,105617,0.00020723516,Low,Active
Accelerate Retirement,0,266058,0.00020658156,Low,Active
HUB Retirement and Wealth Management – Fort Worth,Gus Bates,128702,0.0002039426,Low,Active
Stonebridge Financial Group,0,302192,0.0002027274,Low,Active
Strategic Retirement Partners,Strategic Retirement Partners,237598,0.0002027274,Low,Active
Navigate Retirement Solutions,0,127823,0.0002027274,Low,Active
Everhart Advisors,0,108809,0.0002027274,Low,Active
The Noble Group,0,115107,0.0002027274,Low,Active
Level Four Advisory Services,0,275011,0.0002027274,Low,Active
Everhart Advisors,0,108809,0.0002027274,Low,Active
Hancock Whitney Bank,0,177698,0.0002027274,Low,Active
Hays Financial Group,0,284545,0.0002027274,Low,Active
Stonebridge Financial Group,0,302192,0.0002027274,Low,Active
"Shuster Advisory Group, LLC",0,106992,0.0002027274,Low,Active
HUB Retirement and Wealth Management,Washington Financial Group,110752,0.00020042506,Low,Active
RetirementDNA,0,565636,0.00020037424,Low,Active
Choreo,0,164428,0.00019583036,Low,Active
